# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	12991	14481	-	WP_116927814.1	WP_116927814.1		Trk system potassium transporter TrkA	trkA		F0Q04_RS00050	1491	496	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	14602	15882	-							F0Q04_RS00055	1281		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	14602	15882	-	WP_116927815.1	WP_116927815.1		glutamate-5-semialdehyde dehydrogenase			F0Q04_RS00055	1281	426	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	16011	16298	+							F0Q04_RS00060	288		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	16011	16298	+	WP_232539465.1	WP_232539465.1		hypothetical protein			F0Q04_RS00060	288	95	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	16355	17275	-							F0Q04_RS00065	921		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	16355	17275	-	WP_021026709.1	WP_021026709.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			F0Q04_RS00065	921	306	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	17759	18091	+					raiA		F0Q04_RS00070	333		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	17759	18091	+	WP_116927826.1	WP_116927826.1		ribosome-associated translation inhibitor RaiA	raiA		F0Q04_RS00070	333	110	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	18229	18714	+							F0Q04_RS00075	486		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	18229	18714	+	WP_116927816.1	WP_116927816.1		PTS sugar transporter subunit IIA			F0Q04_RS00075	486	161	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	18842	19798	+					hprK		F0Q04_RS00080	957		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	18842	19798	+	WP_021026712.1	WP_021026712.1		HPr(Ser) kinase/phosphatase	hprK		F0Q04_RS00080	957	318	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	19819	21027	-							F0Q04_RS00085	1209		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	19819	21027	-	WP_182343861.1	WP_182343861.1		DUF1501 domain-containing protein			F0Q04_RS00085	1209	402	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	21039	22649	-							F0Q04_RS00090	1611		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	21039	22649	-	WP_182343863.1	WP_182343863.1		DUF1800 domain-containing protein			F0Q04_RS00090	1611	536	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	22796	23218	-					fur		F0Q04_RS00095	423		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	22796	23218	-	WP_021025553.1	WP_021025553.1		ferric iron uptake transcriptional regulator	fur		F0Q04_RS00095	423	140	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	23319	23885	+							F0Q04_RS00100	567		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	23319	23885	+	WP_182343865.1	WP_182343865.1		outer membrane protein assembly factor BamE			F0Q04_RS00100	567	188	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	24001	24837	+					dapB		F0Q04_RS00105	837		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	24001	24837	+	WP_182343866.1	WP_182343866.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB		F0Q04_RS00105	837	278	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	24883	25617	+							F0Q04_RS00110	735		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	24883	25617	+	WP_116927821.1	WP_116927821.1		MotA/TolQ/ExbB proton channel family protein			F0Q04_RS00110	735	244	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	25646	26074	+							F0Q04_RS00115	429		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	25646	26074	+	WP_116927822.1	WP_116927822.1		biopolymer transporter ExbD			F0Q04_RS00115	429	142	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	26259	27260	+							F0Q04_RS00120	1002		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	26259	27260	+	WP_165841256.1	WP_165841256.1		DUF2157 domain-containing protein			F0Q04_RS00120	1002	333	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	27260	29101	+							F0Q04_RS00125	1842		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	27260	29101	+	WP_182343868.1	WP_182343868.1		GDYXXLXY domain-containing protein			F0Q04_RS00125	1842	613	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	29115	30377	-							F0Q04_RS00130	1263		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	29115	30377	-	WP_232539466.1	WP_232539466.1		mechanosensitive ion channel family protein			F0Q04_RS00130	1263	420	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	30644	33343	+					leuS		F0Q04_RS00135	2700		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	30644	33343	+	WP_182343870.1	WP_182343870.1		leucine--tRNA ligase	leuS		F0Q04_RS00135	2700	899	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	33349	33861	+					lptE		F0Q04_RS00140	513		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	33349	33861	+	WP_116927635.1	WP_116927635.1		LPS assembly lipoprotein LptE	lptE		F0Q04_RS00140	513	170	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	33902	34954	+					holA		F0Q04_RS00145	1053		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	33902	34954	+	WP_182343872.1	WP_182343872.1		DNA polymerase III subunit delta	holA		F0Q04_RS00145	1053	350	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	35074	35469	+							F0Q04_RS00150	396		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	35074	35469	+	WP_182345509.1	WP_182345509.1		VOC family protein			F0Q04_RS00150	396	131	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	35466	36107	-							F0Q04_RS00155	642		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	35466	36107	-	WP_182343874.1	WP_182343874.1		hypothetical protein			F0Q04_RS00155	642	213	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	36107	36625	-							F0Q04_RS00160	519		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	36107	36625	-	WP_182343876.1	WP_182343876.1		carboxymuconolactone decarboxylase family protein			F0Q04_RS00160	519	172	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	36641	37627	-							F0Q04_RS00165	987		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	36641	37627	-	WP_182343878.1	WP_182343878.1		tripartite tricarboxylate transporter substrate binding protein			F0Q04_RS00165	987	328	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	37653	38486	-							F0Q04_RS00170	834		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	37653	38486	-	WP_116927639.1	WP_116927639.1		SDR family oxidoreductase			F0Q04_RS00170	834	277	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	38508	39395	-							F0Q04_RS00175	888		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	38508	39395	-	WP_182343880.1	WP_182343880.1		amidohydrolase family protein			F0Q04_RS00175	888	295	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	39489	40376	+							F0Q04_RS00180	888		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	39489	40376	+	WP_182343882.1	WP_182343882.1		LysR family transcriptional regulator			F0Q04_RS00180	888	295	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	40641	43079	+							F0Q04_RS00185	2439		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	40641	43079	+	WP_182343884.1	WP_182343884.1		membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family			F0Q04_RS00185	2439	812	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	43223	43906	+							F0Q04_RS00190	684		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	43223	43906	+	WP_182343886.1	WP_182343886.1		TetR family transcriptional regulator			F0Q04_RS00190	684	227	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	44040	45410	-							F0Q04_RS00195	1371		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	44040	45410	-	WP_182343888.1	WP_182343888.1		hypothetical protein			F0Q04_RS00195	1371	456	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	45561	46478	+							F0Q04_RS00200	918		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	45561	46478	+	WP_182343890.1	WP_182343890.1		LysR family transcriptional regulator			F0Q04_RS00200	918	305	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	46483	47475	+							F0Q04_RS00205	993		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	46483	47475	+	WP_182343892.1	WP_182343892.1		tripartite tricarboxylate transporter substrate binding protein			F0Q04_RS00205	993	330	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	49499	49948	-							F0Q04_RS00215	450		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	49499	49948	-	WP_182343896.1	WP_182343896.1		hypothetical protein			F0Q04_RS00215	450	149	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	50251	51873	-							F0Q04_RS00220	1623		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	50251	51873	-	WP_182343898.1	WP_182343898.1		hypothetical protein			F0Q04_RS00220	1623	540	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	52314	53039	+							F0Q04_RS00225	726		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	52314	53039	+	WP_182343900.1	WP_182343900.1		outer membrane beta-barrel protein			F0Q04_RS00225	726	241	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	53256	53840	+							F0Q04_RS00230	585		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	53256	53840	+	WP_116927648.1	WP_116927648.1		DJ-1/PfpI family protein			F0Q04_RS00230	585	194	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	53908	54345	+							F0Q04_RS00235	438		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	53908	54345	+	WP_116927649.1	WP_116927649.1		hypothetical protein			F0Q04_RS00235	438	145	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	54455	55249	+							F0Q04_RS00240	795		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	54455	55249	+	WP_182343902.1	WP_182343902.1		MetQ/NlpA family ABC transporter substrate-binding protein			F0Q04_RS00240	795	264	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	55442	56221	+							F0Q04_RS00245	780		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	55442	56221	+	WP_182343904.1	WP_182343904.1		enoyl-CoA hydratase-related protein			F0Q04_RS00245	780	259	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	56230	57456	+							F0Q04_RS00250	1227		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	56230	57456	+	WP_182343906.1	WP_182343906.1		CoA transferase			F0Q04_RS00250	1227	408	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	57631	58629	-					ftrA		F0Q04_RS00255	999		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	57631	58629	-	WP_116927653.1	WP_116927653.1		transcriptional regulator FtrA	ftrA		F0Q04_RS00255	999	332	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	58722	59119	+							F0Q04_RS00260	398		pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	58722	59119	+				rhodanese-like domain-containing protein			F0Q04_RS00260	398		pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	59187	60167	-							F0Q04_RS00265	981		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	59187	60167	-	WP_182343908.1	WP_182343908.1		siderophore ABC transporter substrate-binding protein			F0Q04_RS00265	981	326	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	60237	62156	-							F0Q04_RS00270	1920		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	60237	62156	-	WP_182345510.1	WP_182345510.1		ligand-gated channel protein			F0Q04_RS00270	1920	639	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	62988	64871	-							F0Q04_RS00275	1884		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	62988	64871	-	WP_232539619.1	WP_232539619.1		ligand-gated channel protein			F0Q04_RS00275	1884	627	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	65177	66502	-							F0Q04_RS00280	1326		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	65177	66502	-	WP_021025983.1	WP_021025983.1		DUF445 domain-containing protein			F0Q04_RS00280	1326	441	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	66664	66915	+							F0Q04_RS00285	252		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	66664	66915	+	WP_133858265.1	WP_133858265.1		DUF3297 family protein			F0Q04_RS00285	252	83	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	67068	68243	-					hmpA		F0Q04_RS00290	1176		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	67068	68243	-	WP_182343910.1	WP_182343910.1		NO-inducible flavohemoprotein	hmpA		F0Q04_RS00290	1176	391	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	68385	70004	+					norR		F0Q04_RS00295	1620		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	68385	70004	+	WP_182343912.1	WP_182343912.1		nitric oxide reductase transcriptional regulator NorR	norR		F0Q04_RS00295	1620	539	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	70032	70634	+							F0Q04_RS00300	603		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	70032	70634	+	WP_165841247.1	WP_165841247.1		zinc-ribbon domain containing protein			F0Q04_RS00300	603	200	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	70693	71109	-							F0Q04_RS00305	417		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	70693	71109	-	WP_116927672.1	WP_116927672.1		FKBP-type peptidyl-prolyl cis-trans isomerase			F0Q04_RS00305	417	138	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	71192	72328	-							F0Q04_RS00310	1137		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	71192	72328	-	WP_116927661.1	WP_116927661.1		aminotransferase class V-fold PLP-dependent enzyme			F0Q04_RS00310	1137	378	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	72434	73162	-							F0Q04_RS00315	729		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	72434	73162	-	WP_182343914.1	WP_182343914.1		YggS family pyridoxal phosphate-dependent enzyme			F0Q04_RS00315	729	242	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	73246	74289	+							F0Q04_RS00320	1044		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	73246	74289	+	WP_021027363.1	WP_021027363.1		type IV pilus twitching motility protein PilT			F0Q04_RS00320	1044	347	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	74397	75005	+							F0Q04_RS00325	609		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	74397	75005	+	WP_021027362.1	WP_021027362.1		cyclic nucleotide-binding domain-containing protein			F0Q04_RS00325	609	202	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	75079	76215	+							F0Q04_RS00330	1137		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	75079	76215	+	WP_116927663.1	WP_116927663.1		PilT/PilU family type 4a pilus ATPase			F0Q04_RS00330	1137	378	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	76292	77218	+							F0Q04_RS00335	927		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	76292	77218	+	WP_021027360.1	WP_021027360.1		NAD(P)-dependent oxidoreductase			F0Q04_RS00335	927	308	
gene	pseudogene	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	77500	78096	-							F0Q04_RS00340	597		partial;pseudo
CDS	without_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	77500	78096	-				BON domain-containing protein			F0Q04_RS00340	597		partial;pseudo
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	78096	78695	-							F0Q04_RS00345	600		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	78096	78695	-	WP_116927665.1	WP_116927665.1		SIS domain-containing protein			F0Q04_RS00345	600	199	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	78884	79330	-							F0Q04_RS00350	447		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	78884	79330	-	WP_182343916.1	WP_182343916.1		YraN family protein			F0Q04_RS00350	447	148	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	79321	80253	+					rsmI		F0Q04_RS00355	933		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	79321	80253	+	WP_182343919.1	WP_182343919.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		F0Q04_RS00355	933	310	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	80275	81540	-							F0Q04_RS00360	1266		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	80275	81540	-	WP_116927807.1	WP_116927807.1		Hsp70 family protein			F0Q04_RS00360	1266	421	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	82193	83041	+					panC		F0Q04_RS00365	849		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	82193	83041	+	WP_182343921.1	WP_182343921.1		pantoate--beta-alanine ligase	panC		F0Q04_RS00365	849	282	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	83455	85458	+							F0Q04_RS00370	2004		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	83455	85458	+	WP_182343923.1	WP_182343923.1		DUF5979 domain-containing protein			F0Q04_RS00370	2004	667	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	85600	86637	-							F0Q04_RS00375	1038		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	85600	86637	-	WP_182343925.1	WP_182343925.1		hypothetical protein			F0Q04_RS00375	1038	345	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	86852	87301	-							F0Q04_RS00380	450		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	86852	87301	-	WP_133248234.1	WP_133248234.1		hypothetical protein			F0Q04_RS00380	450	149	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	87318	87869	-							F0Q04_RS00385	552		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	87318	87869	-	WP_116927803.1	WP_116927803.1		hypothetical protein			F0Q04_RS00385	552	183	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	87977	88114	-							F0Q04_RS00390	138		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	87977	88114	-	WP_182343927.1	WP_182343927.1		hypothetical protein			F0Q04_RS00390	138	45	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	88464	88823	+							F0Q04_RS00395	360		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	88464	88823	+	WP_116927801.1	WP_116927801.1		helix-turn-helix domain-containing protein			F0Q04_RS00395	360	119	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	89058	89339	+							F0Q04_RS00400	282		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	89058	89339	+	WP_232539467.1	WP_232539467.1		helix-turn-helix transcriptional regulator			F0Q04_RS00400	282	93	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	89427	89912	+							F0Q04_RS00405	486		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	89427	89912	+	WP_182343929.1	WP_182343929.1		NUDIX domain-containing protein			F0Q04_RS00405	486	161	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	90290	91795	-							F0Q04_RS00410	1506		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	90290	91795	-	WP_182343931.1	WP_182343931.1		hypothetical protein			F0Q04_RS00410	1506	501	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	91792	92538	-							F0Q04_RS00415	747		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	91792	92538	-	WP_182343933.1	WP_182343933.1		hypothetical protein			F0Q04_RS00415	747	248	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	92813	93979	-							F0Q04_RS00420	1167		
CDS	with_protein	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	92813	93979	-	WP_182343935.1	WP_182343935.1		site-specific integrase			F0Q04_RS00420	1167	388	
gene	protein_coding	GCF_014076495.1	Primary Assembly	chromosome		NZ_CP043575.1	94257	95618	-							F0Q04_RS00425	1362		
