# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	6120	7040	-	WP_043385320.1	WP_043385320.1		glyoxylate/hydroxypyruvate reductase A			KAQ61_RS00035	921	306	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	7292	9301	-							KAQ61_RS00040	2010		old_locus_tag=KAQ61_00040
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	7292	9301	-	WP_210930100.1	WP_210930100.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			KAQ61_RS00040	2010	669	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	9361	10131	-							KAQ61_RS00045	771		old_locus_tag=KAQ61_00045
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	9361	10131	-	WP_210930101.1	WP_210930101.1		DUF4126 family protein			KAQ61_RS00045	771	256	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	10160	10942	-							KAQ61_RS00050	783		old_locus_tag=KAQ61_00050
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	10160	10942	-	WP_043385329.1	WP_043385329.1		enoyl-CoA hydratase/isomerase family protein			KAQ61_RS00050	783	260	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	10973	12580	-							KAQ61_RS00055	1608		old_locus_tag=KAQ61_00055
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	10973	12580	-	WP_210930102.1	WP_210930102.1		methylcrotonoyl-CoA carboxylase			KAQ61_RS00055	1608	535	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	12679	14403	+							KAQ61_RS00060	1725		old_locus_tag=KAQ61_00060
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	12679	14403	+	WP_183303598.1	WP_183303598.1		Na+/H+ antiporter			KAQ61_RS00060	1725	574	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	14555	15598	+							KAQ61_RS00065	1044		old_locus_tag=KAQ61_00065
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	14555	15598	+	WP_210930103.1	WP_210930103.1		AraC family transcriptional regulator			KAQ61_RS00065	1044	347	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	15716	16666	+							KAQ61_RS00070	951		old_locus_tag=KAQ61_00070
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	15716	16666	+	WP_210930104.1	WP_210930104.1		cation diffusion facilitator family transporter			KAQ61_RS00070	951	316	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	16726	18135	+					dbpA		KAQ61_RS00075	1410		old_locus_tag=KAQ61_00075
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	16726	18135	+	WP_043385340.1	WP_043385340.1		ATP-dependent RNA helicase DbpA	dbpA		KAQ61_RS00075	1410	469	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	18561	19271	+							KAQ61_RS00080	711		old_locus_tag=KAQ61_00080
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	18561	19271	+	WP_210930105.1	WP_210930105.1		hypothetical protein			KAQ61_RS00080	711	236	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	20059	20838	-							KAQ61_RS00085	780		old_locus_tag=KAQ61_00085
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	20059	20838	-	WP_210930106.1	WP_210930106.1		sulfite exporter TauE/SafE family protein			KAQ61_RS00085	780	259	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	20997	21305	-							KAQ61_RS00090	309		old_locus_tag=KAQ61_00090
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	20997	21305	-	WP_210930107.1	WP_210930107.1		hypothetical protein			KAQ61_RS00090	309	102	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	21302	22504	-							KAQ61_RS00095	1203		old_locus_tag=KAQ61_00095
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	21302	22504	-	WP_210930108.1	WP_210930108.1		MFS transporter			KAQ61_RS00095	1203	400	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	22539	22898	-							KAQ61_RS00100	360		old_locus_tag=KAQ61_00100
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	22539	22898	-	WP_210930109.1	WP_210930109.1		carboxymuconolactone decarboxylase family protein			KAQ61_RS00100	360	119	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	22938	23858	-							KAQ61_RS00105	921		old_locus_tag=KAQ61_00105
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	22938	23858	-	WP_210931642.1	WP_210931642.1		MBL fold metallo-hydrolase			KAQ61_RS00105	921	306	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	24068	24265	+							KAQ61_RS00110	198		old_locus_tag=KAQ61_00110
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	24068	24265	+	WP_042414634.1	WP_042414634.1		DUF2892 domain-containing protein			KAQ61_RS00110	198	65	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	24371	24718	+							KAQ61_RS00115	348		old_locus_tag=KAQ61_00115
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	24371	24718	+	WP_042414502.1	WP_042414502.1		metalloregulator ArsR/SmtB family transcription factor			KAQ61_RS00115	348	115	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	24715	25161	+							KAQ61_RS00120	447		old_locus_tag=KAQ61_00120
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	24715	25161	+	WP_045267542.1	WP_045267542.1		YeeE/YedE family protein			KAQ61_RS00120	447	148	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	25165	25584	+							KAQ61_RS00125	420		old_locus_tag=KAQ61_00125
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	25165	25584	+	WP_210930110.1	WP_210930110.1		YeeE/YedE family protein			KAQ61_RS00125	420	139	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	25683	26279	+							KAQ61_RS00130	597		old_locus_tag=KAQ61_00130
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	25683	26279	+	WP_210930111.1	WP_210930111.1		DUF599 family protein			KAQ61_RS00130	597	198	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	26371	26832	-					ybeY		KAQ61_RS00135	462		old_locus_tag=KAQ61_00135
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	26371	26832	-	WP_042414493.1	WP_042414493.1		rRNA maturation RNase YbeY	ybeY		KAQ61_RS00135	462	153	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	26887	27831	-							KAQ61_RS00140	945		old_locus_tag=KAQ61_00140
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	26887	27831	-	WP_210930112.1	WP_210930112.1		PhoH family protein			KAQ61_RS00140	945	314	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	27883	28461	+					ruvA		KAQ61_RS00145	579		old_locus_tag=KAQ61_00145
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	27883	28461	+	WP_043385372.1	WP_043385372.1		Holliday junction branch migration protein RuvA	ruvA		KAQ61_RS00145	579	192	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	28468	29604	+					ruvB		KAQ61_RS00150	1137		old_locus_tag=KAQ61_00150
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	28468	29604	+	WP_154164241.1	WP_154164241.1		Holliday junction branch migration DNA helicase RuvB	ruvB		KAQ61_RS00150	1137	378	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	29656	30915	+							KAQ61_RS00155	1260		old_locus_tag=KAQ61_00155
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	29656	30915	+	WP_210930113.1	WP_210930113.1		efflux RND transporter periplasmic adaptor subunit			KAQ61_RS00155	1260	419	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	30915	32150	+							KAQ61_RS00160	1236		old_locus_tag=KAQ61_00160
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	30915	32150	+	WP_244982946.1	WP_244982946.1		FtsX-like permease family protein			KAQ61_RS00160	1236	411	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	32156	32875	+							KAQ61_RS00165	720		old_locus_tag=KAQ61_00165
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	32156	32875	+	WP_042414483.1	WP_042414483.1		ABC transporter ATP-binding protein			KAQ61_RS00165	720	239	
gene	pseudogene	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	32919	33522	-							KAQ61_RS00170	604		pseudo;old_locus_tag=KAQ61_00170
CDS	without_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	32919	33522	-				lysoplasmalogenase			KAQ61_RS00170	604		pseudo
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	33812	35440	+							KAQ61_RS00175	1629		old_locus_tag=KAQ61_00175
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	33812	35440	+	WP_183303617.1	WP_183303617.1		peptide chain release factor 3			KAQ61_RS00175	1629	542	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	35607	36401	+							KAQ61_RS00180	795		old_locus_tag=KAQ61_00180
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	35607	36401	+	WP_210930114.1	WP_210930114.1		HAD-IIB family hydrolase			KAQ61_RS00180	795	264	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	36542	37534	-							KAQ61_RS00185	993		old_locus_tag=KAQ61_00185
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	36542	37534	-	WP_210930115.1	WP_210930115.1		tripartite tricarboxylate transporter substrate binding protein			KAQ61_RS00185	993	330	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	37779	38351	+							KAQ61_RS00190	573		old_locus_tag=KAQ61_00190
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	37779	38351	+	WP_210930116.1	WP_210930116.1		alpha/beta hydrolase			KAQ61_RS00190	573	190	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	38444	38656	-							KAQ61_RS00195	213		old_locus_tag=KAQ61_00195
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	38444	38656	-	WP_210930117.1	WP_210930117.1		hypothetical protein			KAQ61_RS00195	213	70	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	38745	39716	-							KAQ61_RS00200	972		old_locus_tag=KAQ61_00200
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	38745	39716	-	WP_210930118.1	WP_210930118.1		LysR substrate-binding domain-containing protein			KAQ61_RS00200	972	323	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	39866	41050	+							KAQ61_RS00205	1185		old_locus_tag=KAQ61_00205
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	39866	41050	+	WP_210930119.1	WP_210930119.1		MFS transporter			KAQ61_RS00205	1185	394	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	41078	47011	-					uvrA		KAQ61_RS00210	5934		old_locus_tag=KAQ61_00210
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	41078	47011	-	WP_210930120.1	WP_210930120.1		excinuclease ABC subunit UvrA	uvrA		KAQ61_RS00210	5934	1977	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	47182	48522	-							KAQ61_RS00215	1341		old_locus_tag=KAQ61_00215
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	47182	48522	-	WP_210930121.1	WP_210930121.1		MFS transporter			KAQ61_RS00215	1341	446	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	48710	48883	+							KAQ61_RS00220	174		old_locus_tag=KAQ61_00220
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	48710	48883	+	WP_210930122.1	WP_210930122.1		hypothetical protein			KAQ61_RS00220	174	57	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	48946	49992	+					cyoA		KAQ61_RS00225	1047		old_locus_tag=KAQ61_00225
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	48946	49992	+	WP_183303626.1	WP_183303626.1		ubiquinol oxidase subunit II	cyoA		KAQ61_RS00225	1047	348	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	50120	52057	+					cyoB		KAQ61_RS00230	1938		old_locus_tag=KAQ61_00230
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	50120	52057	+	WP_244983106.1	WP_244983106.1		cytochrome o ubiquinol oxidase subunit I	cyoB		KAQ61_RS00230	1938	645	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	52050	52664	+					cyoC		KAQ61_RS00235	615		old_locus_tag=KAQ61_00235
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	52050	52664	+	WP_042414457.1	WP_042414457.1		cytochrome o ubiquinol oxidase subunit III	cyoC		KAQ61_RS00235	615	204	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	52665	53129	+					cyoD		KAQ61_RS00240	465		old_locus_tag=KAQ61_00240
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	52665	53129	+	WP_042414455.1	WP_042414455.1		cytochrome o ubiquinol oxidase subunit IV	cyoD		KAQ61_RS00240	465	154	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	53132	53908	+							KAQ61_RS00245	777		old_locus_tag=KAQ61_00245
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	53132	53908	+	WP_210930124.1	WP_210930124.1		SURF1 family protein			KAQ61_RS00245	777	258	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	54513	55415	-					cyoE		KAQ61_RS00250	903		old_locus_tag=KAQ61_00250
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	54513	55415	-	WP_043385416.1	WP_043385416.1		heme o synthase	cyoE		KAQ61_RS00250	903	300	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	55412	56587	-							KAQ61_RS00255	1176		old_locus_tag=KAQ61_00255
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	55412	56587	-	WP_210930125.1	WP_210930125.1		COX15/CtaA family protein			KAQ61_RS00255	1176	391	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	56956	57648	-							KAQ61_RS00260	693		old_locus_tag=KAQ61_00260
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	56956	57648	-	WP_210930126.1	WP_210930126.1		HAD family phosphatase			KAQ61_RS00260	693	230	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	57703	58113	-							KAQ61_RS00265	411		old_locus_tag=KAQ61_00265
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	57703	58113	-	WP_210930127.1	WP_210930127.1		hypothetical protein			KAQ61_RS00265	411	136	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	58238	58657	+							KAQ61_RS00270	420		old_locus_tag=KAQ61_00270
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	58238	58657	+	WP_210930128.1	WP_210930128.1		MerR family DNA-binding transcriptional regulator			KAQ61_RS00270	420	139	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	58709	59152	+							KAQ61_RS00275	444		old_locus_tag=KAQ61_00275
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	58709	59152	+	WP_244982947.1	WP_244982947.1		PaaI family thioesterase			KAQ61_RS00275	444	147	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	59203	60384	+							KAQ61_RS00280	1182		old_locus_tag=KAQ61_00280
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	59203	60384	+	WP_043385428.1	WP_043385428.1		isovaleryl-CoA dehydrogenase			KAQ61_RS00280	1182	393	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	60440	61102	+					can		KAQ61_RS00285	663		old_locus_tag=KAQ61_00285
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	60440	61102	+	WP_045268084.1	WP_045268084.1		carbonate dehydratase	can		KAQ61_RS00285	663	220	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	61164	62972	+					aceK		KAQ61_RS00290	1809		old_locus_tag=KAQ61_00290
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	61164	62972	+	WP_043385431.1	WP_043385431.1		bifunctional isocitrate dehydrogenase kinase/phosphatase	aceK		KAQ61_RS00290	1809	602	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	63012	64202	+							KAQ61_RS00295	1191		old_locus_tag=KAQ61_00295
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	63012	64202	+	WP_210930129.1	WP_210930129.1		acetyl-CoA C-acyltransferase			KAQ61_RS00295	1191	396	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	64331	65428	+							KAQ61_RS00300	1098		old_locus_tag=KAQ61_00300
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	64331	65428	+	WP_210930130.1	WP_210930130.1		hypothetical protein			KAQ61_RS00300	1098	365	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	65425	66051	+							KAQ61_RS00305	627		old_locus_tag=KAQ61_00305
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	65425	66051	+	WP_210930131.1	WP_210930131.1		pyridoxamine 5'-phosphate oxidase family protein			KAQ61_RS00305	627	208	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	66098	66760	+							KAQ61_RS00310	663		old_locus_tag=KAQ61_00310
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	66098	66760	+	WP_210930132.1	WP_210930132.1		SDR family oxidoreductase			KAQ61_RS00310	663	220	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	66876	68006	+							KAQ61_RS00315	1131		old_locus_tag=KAQ61_00315
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	66876	68006	+	WP_210930133.1	WP_210930133.1		acyl-CoA dehydrogenase family protein			KAQ61_RS00315	1131	376	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	68065	68595	-							KAQ61_RS00320	531		old_locus_tag=KAQ61_00320
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	68065	68595	-	WP_162524708.1	WP_162524708.1		ImmA/IrrE family metallo-endopeptidase			KAQ61_RS00320	531	176	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	68662	69492	-							KAQ61_RS00325	831		old_locus_tag=KAQ61_00325
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	68662	69492	-	WP_210930134.1	WP_210930134.1		MBL fold metallo-hydrolase			KAQ61_RS00325	831	276	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	69622	69819	-							KAQ61_RS00330	198		old_locus_tag=KAQ61_00330
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	69622	69819	-	WP_081770784.1	WP_081770784.1		lipoprotein			KAQ61_RS00330	198	65	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	69832	70170	+					cyaY		KAQ61_RS00335	339		old_locus_tag=KAQ61_00335
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	69832	70170	+	WP_154164215.1	WP_154164215.1		iron donor protein CyaY	cyaY		KAQ61_RS00335	339	112	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	70246	72567	-							KAQ61_RS00340	2322		old_locus_tag=KAQ61_00340
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	70246	72567	-	WP_210930135.1	WP_210930135.1		penicillin-binding protein 1A			KAQ61_RS00340	2322	773	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	72876	73955	+							KAQ61_RS00345	1080		old_locus_tag=KAQ61_00345
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	72876	73955	+	WP_210930136.1	WP_210930136.1		type IV pilus assembly protein PilM			KAQ61_RS00345	1080	359	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	73952	74563	+							KAQ61_RS00350	612		old_locus_tag=KAQ61_00350
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	73952	74563	+	WP_210930137.1	WP_210930137.1		PilN domain-containing protein			KAQ61_RS00350	612	203	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	74560	75240	+							KAQ61_RS00355	681		old_locus_tag=KAQ61_00355
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	74560	75240	+	WP_043385476.1	WP_043385476.1		type 4a pilus biogenesis protein PilO			KAQ61_RS00355	681	226	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	75237	75785	+							KAQ61_RS00360	549		old_locus_tag=KAQ61_00360
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	75237	75785	+	WP_042414400.1	WP_042414400.1		pilus assembly protein PilP			KAQ61_RS00360	549	182	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	75833	77854	+							KAQ61_RS00365	2022		old_locus_tag=KAQ61_00365
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	75833	77854	+	WP_244983107.1	WP_244983107.1		type IV pilus secretin PilQ			KAQ61_RS00365	2022	673	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	77907	78479	+							KAQ61_RS00370	573		old_locus_tag=KAQ61_00370
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	77907	78479	+	WP_210930138.1	WP_210930138.1		shikimate kinase			KAQ61_RS00370	573	190	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	78573	79697	+					aroB		KAQ61_RS00375	1125		old_locus_tag=KAQ61_00375
CDS	with_protein	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	78573	79697	+	WP_244982948.1	WP_244982948.1		3-dehydroquinate synthase	aroB		KAQ61_RS00375	1125	374	
gene	protein_coding	GCF_018064205.1	Primary Assembly	chromosome		NZ_CP072916.1	79845	81020	+							KAQ61_RS00380	1176		old_locus_tag=KAQ61_00380
