# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	10037	11215	-	WP_087864684.1	WP_087864684.1		thiolase family protein		69557665	Cthiooxydans_RS00045	1179	392	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	11218	12195	-						69557666	Cthiooxydans_RS00050	978		old_locus_tag=Cthiooxydans_00100
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	11218	12195	-	WP_087864683.1	WP_087864683.1		tripartite tricarboxylate transporter substrate binding protein		69557666	Cthiooxydans_RS00050	978	325	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	12212	13792	-						69557667	Cthiooxydans_RS00055	1581		old_locus_tag=Cthiooxydans_00110
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	12212	13792	-	WP_087864682.1	WP_087864682.1		ATP-dependent acyl-CoA ligase		69557667	Cthiooxydans_RS00055	1581	526	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	13804	14307	-						69557668	Cthiooxydans_RS00060	504		old_locus_tag=Cthiooxydans_00120
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	13804	14307	-	WP_087864681.1	WP_087864681.1		aromatic-ring-hydroxylating dioxygenase subunit beta		69557668	Cthiooxydans_RS00060	504	167	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	14304	15647	-						69557669	Cthiooxydans_RS00065	1344		old_locus_tag=Cthiooxydans_00130
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	14304	15647	-	WP_229228842.1	WP_229228842.1		aromatic ring-hydroxylating dioxygenase subunit alpha		69557669	Cthiooxydans_RS00065	1344	447	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	15668	16639	-						69557670	Cthiooxydans_RS00070	972		old_locus_tag=Cthiooxydans_00140
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	15668	16639	-	WP_003065336.1	WP_003065336.1		tripartite tricarboxylate transporter substrate binding protein		69557670	Cthiooxydans_RS00070	972	323	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	16693	17682	-						69557671	Cthiooxydans_RS00075	990		old_locus_tag=Cthiooxydans_00150
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	16693	17682	-	WP_087866373.1	WP_087866373.1		PDR/VanB family oxidoreductase		69557671	Cthiooxydans_RS00075	990	329	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	17695	19191	-						69557672	Cthiooxydans_RS00080	1497		old_locus_tag=Cthiooxydans_00160
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	17695	19191	-	WP_229227813.1	WP_229227813.1		indolepyruvate oxidoreductase subunit beta family protein		69557672	Cthiooxydans_RS00080	1497	498	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	19204	21369	-						69557673	Cthiooxydans_RS00085	2166		old_locus_tag=Cthiooxydans_00170
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	19204	21369	-	WP_087865626.1	WP_087865626.1		indolepyruvate ferredoxin oxidoreductase subunit alpha		69557673	Cthiooxydans_RS00085	2166	721	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	22368	22985	-						69557674	Cthiooxydans_RS00090	618		old_locus_tag=Cthiooxydans_00180
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	22368	22985	-	WP_087865627.1	WP_087865627.1		glutathione S-transferase family protein		69557674	Cthiooxydans_RS00090	618	205	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	23142	23549	+						69557675	Cthiooxydans_RS00095	408		old_locus_tag=Cthiooxydans_00190
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	23142	23549	+	WP_003065319.1	WP_003065319.1		YkgJ family cysteine cluster protein		69557675	Cthiooxydans_RS00095	408	135	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	23568	24965	-						69557676	Cthiooxydans_RS00100	1398		old_locus_tag=Cthiooxydans_00200
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	23568	24965	-	WP_012836544.1	WP_012836544.1		HAMP domain-containing histidine kinase		69557676	Cthiooxydans_RS00100	1398	465	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	24965	25669	-						69557677	Cthiooxydans_RS00105	705		old_locus_tag=Cthiooxydans_00210
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	24965	25669	-	WP_003065317.1	WP_003065317.1		response regulator transcription factor		69557677	Cthiooxydans_RS00105	705	234	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	25792	27087	-						69557678	Cthiooxydans_RS00110	1296		old_locus_tag=Cthiooxydans_00220
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	25792	27087	-	WP_034351142.1	WP_034351142.1		TolC family protein		69557678	Cthiooxydans_RS00110	1296	431	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	27065	30178	-						69557679	Cthiooxydans_RS00115	3114		old_locus_tag=Cthiooxydans_00230
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	27065	30178	-	WP_012836546.1	WP_012836546.1		CusA/CzcA family heavy metal efflux RND transporter		69557679	Cthiooxydans_RS00115	3114	1037	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	30199	31362	-						69557680	Cthiooxydans_RS00120	1164		old_locus_tag=Cthiooxydans_00240
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	30199	31362	-	WP_034347924.1	WP_034347924.1		efflux RND transporter periplasmic adaptor subunit		69557680	Cthiooxydans_RS00120	1164	387	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	32378	34549	+					dinG	69557681	Cthiooxydans_RS00125	2172		old_locus_tag=Cthiooxydans_00250
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	32378	34549	+	WP_087863976.1	WP_087863976.1		ATP-dependent DNA helicase DinG	dinG	69557681	Cthiooxydans_RS00125	2172	723	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	36017	36580	-						69557682	Cthiooxydans_RS00130	564		old_locus_tag=Cthiooxydans_00260
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	36017	36580	-	WP_087863975.1	WP_087863975.1		acyloxyacyl hydrolase		69557682	Cthiooxydans_RS00130	564	187	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	36798	37352	-						69557683	Cthiooxydans_RS00135	555		old_locus_tag=Cthiooxydans_00270
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	36798	37352	-	WP_045839417.1	WP_045839417.1		Spy/CpxP family protein refolding chaperone		69557683	Cthiooxydans_RS00135	555	184	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	37615	38652	+						69557684	Cthiooxydans_RS00140	1038		old_locus_tag=Cthiooxydans_00280
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	37615	38652	+	WP_087863974.1	WP_087863974.1		recombination-associated protein RdgC		69557684	Cthiooxydans_RS00140	1038	345	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	38817	40004	-						69557685	Cthiooxydans_RS00145	1188		old_locus_tag=Cthiooxydans_00290
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	38817	40004	-	WP_003072098.1	WP_003072098.1		acetyl-CoA C-acyltransferase family protein		69557685	Cthiooxydans_RS00145	1188	395	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	40184	40690	-					cueR	69557686	Cthiooxydans_RS00150	507		old_locus_tag=Cthiooxydans_00300
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	40184	40690	-	WP_034351148.1	WP_034351148.1		Cu(I)-responsive transcriptional regulator	cueR	69557686	Cthiooxydans_RS00150	507	168	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	40767	40961	-						69557687	Cthiooxydans_RS00155	195		old_locus_tag=Cthiooxydans_00310
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	40767	40961	-	WP_012836553.1	WP_012836553.1		heavy-metal-associated domain-containing protein		69557687	Cthiooxydans_RS00155	195	64	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	41234	42922	+						69557688	Cthiooxydans_RS00160	1689		old_locus_tag=Cthiooxydans_00320
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	41234	42922	+	WP_087863973.1	WP_087863973.1		methyl-accepting chemotaxis protein		69557688	Cthiooxydans_RS00160	1689	562	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	43042	44160	-						69557689	Cthiooxydans_RS00165	1119		old_locus_tag=Cthiooxydans_00330
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	43042	44160	-	WP_087863972.1	WP_087863972.1		alkene reductase		69557689	Cthiooxydans_RS00165	1119	372	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	44228	44836	-					gstA	69557690	Cthiooxydans_RS00170	609		old_locus_tag=Cthiooxydans_00340
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	44228	44836	-	WP_003065291.1	WP_003065291.1		glutathione transferase GstA	gstA	69557690	Cthiooxydans_RS00170	609	202	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	44942	45517	-						69557691	Cthiooxydans_RS00175	576		old_locus_tag=Cthiooxydans_00350
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	44942	45517	-	WP_034351157.1	WP_034351157.1		NAD(P)H-dependent oxidoreductase		69557691	Cthiooxydans_RS00175	576	191	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	45774	47738	+					mnmG	69557692	Cthiooxydans_RS00180	1965		old_locus_tag=Cthiooxydans_00360
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	45774	47738	+	WP_034382646.1	WP_034382646.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG	69557692	Cthiooxydans_RS00180	1965	654	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	47735	48397	+					rsmG	69557693	Cthiooxydans_RS00185	663		old_locus_tag=Cthiooxydans_00370
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	47735	48397	+	WP_012836558.1	WP_012836558.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG	69557693	Cthiooxydans_RS00185	663	220	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	48541	49152	+						69557694	Cthiooxydans_RS00190	612		old_locus_tag=Cthiooxydans_00380
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	48541	49152	+	WP_034382649.1	WP_034382649.1		LysE family translocator		69557694	Cthiooxydans_RS00190	612	203	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	49165	49935	+						69557695	Cthiooxydans_RS00195	771		old_locus_tag=Cthiooxydans_00390
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	49165	49935	+	WP_003059963.1	WP_003059963.1		AAA family ATPase		69557695	Cthiooxydans_RS00195	771	256	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	49988	50536	+						69557696	Cthiooxydans_RS00200	549		old_locus_tag=Cthiooxydans_00400
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	49988	50536	+	WP_034382651.1	WP_034382651.1		alpha/beta hydrolase		69557696	Cthiooxydans_RS00200	549	182	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	50552	51481	+						69557697	Cthiooxydans_RS00205	930		old_locus_tag=Cthiooxydans_00410
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	50552	51481	+	WP_012836560.1	WP_012836560.1		ParB/RepB/Spo0J family partition protein		69557697	Cthiooxydans_RS00205	930	309	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	51542	52222	-						69557698	Cthiooxydans_RS00210	681		old_locus_tag=Cthiooxydans_00420
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	51542	52222	-	WP_087864458.1	WP_087864458.1		class II aldolase/adducin family protein		69557698	Cthiooxydans_RS00210	681	226	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	52491	53777	-						69557699	Cthiooxydans_RS00215	1287		old_locus_tag=Cthiooxydans_00430
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	52491	53777	-	WP_229227814.1	WP_229227814.1		M20/M25/M40 family metallo-hydrolase		69557699	Cthiooxydans_RS00215	1287	428	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	53989	55266	-						69557700	Cthiooxydans_RS00220	1278		old_locus_tag=Cthiooxydans_00440
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	53989	55266	-	WP_054073418.1	WP_054073418.1		MFS transporter		69557700	Cthiooxydans_RS00220	1278	425	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	55344	56225	+						69557701	Cthiooxydans_RS00225	882		old_locus_tag=Cthiooxydans_00450
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	55344	56225	+	WP_039049326.1	WP_039049326.1		helix-turn-helix transcriptional regulator		69557701	Cthiooxydans_RS00225	882	293	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	56344	56904	+						69557702	Cthiooxydans_RS00230	561		old_locus_tag=Cthiooxydans_00460
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	56344	56904	+	WP_039049327.1	WP_039049327.1		sigma-70 family RNA polymerase sigma factor		69557702	Cthiooxydans_RS00230	561	186	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	56901	57488	+						69557703	Cthiooxydans_RS00235	588		old_locus_tag=Cthiooxydans_00470
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	56901	57488	+	WP_034382659.1	WP_034382659.1		hypothetical protein		69557703	Cthiooxydans_RS00235	588	195	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	57537	58748	+						69557704	Cthiooxydans_RS00240	1212		old_locus_tag=Cthiooxydans_00480
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	57537	58748	+	WP_034382660.1	WP_034382660.1		sulfite oxidase		69557704	Cthiooxydans_RS00240	1212	403	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	58838	59173	+						69557705	Cthiooxydans_RS00245	336		old_locus_tag=Cthiooxydans_00490
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	58838	59173	+	WP_087866499.1	WP_087866499.1		cytochrome c		69557705	Cthiooxydans_RS00245	336	111	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	59180	59932	-						69557706	Cthiooxydans_RS00250	753		old_locus_tag=Cthiooxydans_00500
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	59180	59932	-	WP_034382663.1	WP_034382663.1		class I SAM-dependent methyltransferase		69557706	Cthiooxydans_RS00250	753	250	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	60130	60732	+						69557707	Cthiooxydans_RS00255	603		old_locus_tag=Cthiooxydans_00510
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	60130	60732	+	WP_003065258.1	WP_003065258.1		sel1 repeat family protein		69557707	Cthiooxydans_RS00255	603	200	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	60780	61607	+						69557708	Cthiooxydans_RS00260	828		old_locus_tag=Cthiooxydans_00520
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	60780	61607	+	WP_003065256.1	WP_003065256.1		hypothetical protein		69557708	Cthiooxydans_RS00260	828	275	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	61692	63119	-						69557709	Cthiooxydans_RS00265	1428		old_locus_tag=Cthiooxydans_00530
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	61692	63119	-	WP_039049329.1	WP_039049329.1		FAD-binding protein		69557709	Cthiooxydans_RS00265	1428	475	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	63419	64417	+						69557710	Cthiooxydans_RS00270	999		old_locus_tag=Cthiooxydans_00540
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	63419	64417	+	WP_087866481.1	WP_087866481.1		tripartite tricarboxylate transporter substrate binding protein		69557710	Cthiooxydans_RS00270	999	332	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	64433	65404	+						69557711	Cthiooxydans_RS00275	972		old_locus_tag=Cthiooxydans_00550
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	64433	65404	+	WP_012836572.1	WP_012836572.1		BMP family ABC transporter substrate-binding protein		69557711	Cthiooxydans_RS00275	972	323	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	65429	65797	-						69557712	Cthiooxydans_RS00280	369		old_locus_tag=Cthiooxydans_00560
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	65429	65797	-	WP_034382667.1	WP_034382667.1		EF-hand domain-containing protein		69557712	Cthiooxydans_RS00280	369	122	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	65982	66548	+						69557713	Cthiooxydans_RS00285	567		old_locus_tag=Cthiooxydans_00570
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	65982	66548	+	WP_034382668.1	WP_034382668.1		cob(I)yrinic acid a,c-diamide adenosyltransferase		69557713	Cthiooxydans_RS00285	567	188	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	66570	67478	+						69557714	Cthiooxydans_RS00290	909		old_locus_tag=Cthiooxydans_00580
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	66570	67478	+	WP_087865246.1	WP_087865246.1		LysR substrate-binding domain-containing protein		69557714	Cthiooxydans_RS00290	909	302	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	67491	68714	-						69557715	Cthiooxydans_RS00295	1224		old_locus_tag=Cthiooxydans_00590
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	67491	68714	-	WP_087865245.1	WP_087865245.1		D-amino acid dehydrogenase		69557715	Cthiooxydans_RS00295	1224	407	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	68995	69876	+						69557716	Cthiooxydans_RS00300	882		old_locus_tag=Cthiooxydans_00600
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	68995	69876	+	WP_087865244.1	WP_087865244.1		amino acid ABC transporter substrate-binding protein		69557716	Cthiooxydans_RS00300	882	293	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	69878	70606	+						69557717	Cthiooxydans_RS00305	729		old_locus_tag=Cthiooxydans_00610
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	69878	70606	+	WP_012836579.1	WP_012836579.1		amino acid racemase		69557717	Cthiooxydans_RS00305	729	242	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	70747	71349	-						69557718	Cthiooxydans_RS00310	603		old_locus_tag=Cthiooxydans_00620
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	70747	71349	-	WP_034351213.1	WP_034351213.1		HD domain-containing protein		69557718	Cthiooxydans_RS00310	603	200	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	71488	72789	-					boxA	69557719	Cthiooxydans_RS00315	1302		old_locus_tag=Cthiooxydans_00630
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	71488	72789	-	WP_087865243.1	WP_087865243.1		benzoyl-CoA 2,3-epoxidase subunit BoxA	boxA	69557719	Cthiooxydans_RS00315	1302	433	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	72898	74322	-					boxB	69557720	Cthiooxydans_RS00320	1425		old_locus_tag=Cthiooxydans_00640
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	72898	74322	-	WP_046461743.1	WP_046461743.1		benzoyl-CoA 2,3-epoxidase subunit BoxB	boxB	69557720	Cthiooxydans_RS00320	1425	474	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	74365	76023	-					boxC	69557721	Cthiooxydans_RS00325	1659		old_locus_tag=Cthiooxydans_00650
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	74365	76023	-	WP_087865242.1	WP_087865242.1		2,3-epoxybenzoyl-CoA dihydrolase	boxC	69557721	Cthiooxydans_RS00325	1659	552	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	76328	77527	+						69557722	Cthiooxydans_RS00330	1200		old_locus_tag=Cthiooxydans_00660
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	76328	77527	+	WP_087865241.1	WP_087865241.1		threonine ammonia-lyase		69557722	Cthiooxydans_RS00330	1200	399	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	77550	78320	-						69557723	Cthiooxydans_RS00335	771		old_locus_tag=Cthiooxydans_00670
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	77550	78320	-	WP_003065227.1	WP_003065227.1		slipin family protein		69557723	Cthiooxydans_RS00335	771	256	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	78624	78761	+						69557724	Cthiooxydans_RS00340	138		old_locus_tag=Cthiooxydans_00680
CDS	with_protein	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	78624	78761	+	WP_003059912.1	WP_003059912.1		hypothetical protein		69557724	Cthiooxydans_RS00340	138	45	
gene	protein_coding	GCF_020886175.1	Primary Assembly	chromosome		NZ_AP025193.1	79083	80939	+						69557725	Cthiooxydans_RS00345	1857		old_locus_tag=Cthiooxydans_00690
